NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
3,Unidade da Federação,38,Reais,697.99,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1558.67,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1570.47,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,212.76,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,292.53,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,82.62,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,37.56,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,770.28,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2207.58,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,2291.19,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,568.65,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,431.09,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,61.03,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,63.97,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,709.70,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,3165.85,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1279.55,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,366.91,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,415.94,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,100.78,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,89.63,17,Tocantins,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,498.60,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,728.65,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,346.88,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,150.73,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,83.14,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,64.16,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,25.94,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,355.40,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,489.81,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,147.99,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,87.08,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,28.74,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,33.40,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,13.20,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,500.85,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,654.39,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,256.04,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,149.58,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,66.46,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,39.04,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,22.65,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,649.10,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,965.80,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,447.19,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,196.33,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,115.88,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,101.40,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,37.40,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,806.06,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1459.78,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1267.45,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,318.70,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,257.37,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,156.01,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,67.65,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1057.73,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1883.85,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1687.06,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,448.44,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,516.51,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,323.09,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,93.72,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1083.90,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2813.93,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1606.63,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,784.00,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,662.31,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,284.16,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,68.14,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1356.94,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2033.82,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,3430.71,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,690.61,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,581.14,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,464.41,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,159.33,21,Maranhão,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,647.17,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,717.02,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,422.79,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,170.87,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,121.23,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,33.12,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,25.96,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,425.72,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,389.94,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,137.73,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,72.33,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,37.04,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,11.85,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,11.61,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,583.43,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,590.69,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,232.32,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,131.48,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,64.13,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,21.31,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,17.59,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,760.46,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,845.56,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,490.00,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,205.57,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,126.95,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,42.00,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,33.51,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47560,Mais de 2.862 a 5.724 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1165.61,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1291.96,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1146.47,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,365.70,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,300.15,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,77.44,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,63.89,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47561,Mais de 5.724 a 9.540 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,988.60,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,1917.10,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,1588.03,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,570.52,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,640.08,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,115.06,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,72.13,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47562,Mais de 9.540 a 14.310 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,1723.31,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,2904.42,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,2492.59,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,754.45,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,816.82,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,144.07,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,101.09,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47563,Mais de 14.310 a 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,2601.41,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,3302.34,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,3855.32,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,887.32,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,956.78,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,291.02,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,122.07,22,Piauí,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47564,Mais de 23.850 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,526.53,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,817.87,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,379.13,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,175.37,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,115.13,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,54.28,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,27.11,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,7999,Total,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,339.64,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,459.99,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,121.55,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,76.73,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,32.66,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,16.24,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103592,2.1.8 Recreação e cultura
3,Unidade da Federação,38,Reais,10.06,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47558,Até 1.908 Reais,103599,2.1.10 Serviços pessoais
3,Unidade da Federação,38,Reais,449.39,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103539,2.1.1 Alimentação
3,Unidade da Federação,38,Reais,650.62,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103540,2.1.2 Habitação
3,Unidade da Federação,38,Reais,214.65,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103561,2.1.4 Transporte
3,Unidade da Federação,38,Reais,134.84,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103574,2.1.6 Assistência à saude
3,Unidade da Federação,38,Reais,61.45,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103585,2.1.7 Educação
3,Unidade da Federação,38,Reais,27.27,23,Ceará,1201,Despesa monetária e não monetária média mensal familiar,2018,2018,47559,Mais de 1.908 a 2.862 Reais,103592,2.1.8 Recreação e cultura
